,vol_20_day
2010-06-22 00:00:00,0.26655495479162783
2010-06-23 00:00:00,0.2694719696921276
2010-06-24 00:00:00,0.26991169049743047
2010-06-25 00:00:00,0.27608846848076235
2010-06-28 00:00:00,0.24777299775445763
2010-06-29 00:00:00,0.24416637288360293
2010-06-30 00:00:00,0.26113195368135733
2010-07-01 00:00:00,0.2417103218413616
2010-07-02 00:00:00,0.24055048342079058
2010-07-06 00:00:00,0.20965650247245662
2010-07-07 00:00:00,0.20780356078814702
2010-07-08 00:00:00,0.2346243780549305
2010-07-09 00:00:00,0.23616383309059008
2010-07-12 00:00:00,0.21298656659628726
2010-07-13 00:00:00,0.21217745753672165
2010-07-14 00:00:00,0.21912497989534305
2010-07-15 00:00:00,0.2026155161744515
2010-07-16 00:00:00,0.202643908096742
2010-07-19 00:00:00,0.2235422754794113
2010-07-20 00:00:00,0.22512361253252416
2010-07-21 00:00:00,0.22975769318833197
2010-07-22 00:00:00,0.2269760812864383
2010-07-23 00:00:00,0.2414178368179904
2010-07-26 00:00:00,0.23467609183450933
2010-07-27 00:00:00,0.23666240441630618
2010-07-28 00:00:00,0.23606328759935805
2010-07-29 00:00:00,0.2048939132364715
2010-07-30 00:00:00,0.201734748861024
2010-08-02 00:00:00,0.2000920529906211
2010-08-03 00:00:00,0.20785076329407728
2010-08-04 00:00:00,0.21061425432572034
2010-08-05 00:00:00,0.18522785350610096
2010-08-06 00:00:00,0.18405635755032976
2010-08-09 00:00:00,0.18461347608356263
2010-08-10 00:00:00,0.18488250817393972
2010-08-11 00:00:00,0.18035056753666573
2010-08-12 00:00:00,0.20718755026558436
2010-08-13 00:00:00,0.2082870065412096
2010-08-16 00:00:00,0.18248836382639744
2010-08-17 00:00:00,0.1815364262897653
2010-08-18 00:00:00,0.18250636730750705
2010-08-19 00:00:00,0.1753324659082621
2010-08-20 00:00:00,0.16877286084221915
2010-08-23 00:00:00,0.1652807082677869
2010-08-24 00:00:00,0.15955745028225962
2010-08-25 00:00:00,0.16571430005765758
2010-08-26 00:00:00,0.16668378102241374
